trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,blueOpacity,orangeOpacity,CDT_trials_train.thisRepN,CDT_trials_train.thisTrialN,CDT_trials_train.thisN,CDT_trials_train.thisIndex,CDT_trials.thisRepN,CDT_trials.thisTrialN,CDT_trials.thisN,CDT_trials.thisIndex,GNG_trials_1.thisRepN,GNG_trials_1.thisTrialN,GNG_trials_1.thisN,GNG_trials_1.thisIndex,GNG_trials_2.thisRepN,GNG_trials_2.thisTrialN,GNG_trials_2.thisN,GNG_trials_2.thisIndex,GNG_trials_3.thisRepN,GNG_trials_3.thisTrialN,GNG_trials_3.thisN,GNG_trials_3.thisIndex,instr_text_2.started,instr_text_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,instr_text.started,instr_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,Instructions.started,Instructions.stopped,fix_ini.started,fix_ini.stopped,fix_trial.started,fix_trial.stopped,trialBlue.started,trialBlue.stopped,trialOrange.started,trialOrange.stopped,trialResp.keys,trialResp.corr,trialResp.rt,trialResp.started,trialResp.stopped,Instructions_2.started,Instructions_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,31,31,38,,,,,,,,,,,,,,,,,,,,,,,468.1403679090072,468.1403679090072,468.1403679090072,468.339426671002,468.1403679090072,468.339426671002,space,1,0.6333346149986028,468.1403679090072,468.1403679090072,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,32,32,13,,,,,,,,,,,,,,,,,,,,,,,469.1396256480002,None,469.1396256480002,469.3394714140013,469.1396256480002,469.3394714140013,space,1,0.6001060089984094,469.1396256480002,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,33,33,31,,,,,,,,,,,,,,,,,,,,,,,470.1395005010054,None,470.1395005010054,470.33961176100274,470.1395005010054,470.33961176100274,space,1,0.6678323390005971,470.1395005010054,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,34,34,26,,,,,,,,,,,,,,,,,,,,,,,471.1397940550014,None,471.1397940550014,471.3395542730068,471.1397940550014,471.3395542730068,space,1,0.5168245869936072,471.1397940550014,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,35,35,29,,,,,,,,,,,,,,,,,,,,,,,472.13980922200426,None,472.13980922200426,472.3397751480006,472.13980922200426,472.3397751480006,space,1,0.5339304560038727,472.13980922200426,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,36,36,20,,,,,,,,,,,,,,,,,,,,,,,473.139747609006,None,473.139747609006,473.33971271200426,473.139747609006,473.33971271200426,space,1,0.5173423240048578,473.139747609006,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,37,37,49,,,,,,,,,,,,,,,,,,,,,,,474.1403237900013,None,474.1403237900013,474.3398470350003,474.1403237900013,474.3398470350003,space,1,0.43294192800385645,474.1403237900013,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,38,38,37,,,,,,,,,,,,,,,,,,,,,,,475.1399830570008,None,475.1399830570008,475.3397472630022,475.1399830570008,475.3397472630022,space,1,0.3840451869982644,475.1399830570008,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,39,39,19,,,,,,,,,,,,,,,,,,,,,,,476.13984470600553,None,476.13984470600553,476.3400310560028,476.13984470600553,476.3400310560028,space,1,0.35114316899853293,476.13984470600553,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,0,40,40,8,,,,,,,,,,,,,,,,,,,,,,,477.1400995370059,None,477.1400995370059,477.3398596210027,477.1400995370059,477.3398596210027,None,1,,477.1400995370059,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,41,41,30,,,,,,,,,,,,,,,,,,,,,,,478.14049669400265,None,478.14049669400265,478.3399127150042,478.14049669400265,478.3399127150042,space,1,0.40033361799578415,478.14049669400265,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,42,42,28,,,,,,,,,,,,,,,,,,,,,,,479.140065243002,None,479.140065243002,479.3400105950059,479.140065243002,479.3400105950059,space,1,0.6677194090007106,479.140065243002,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,43,43,23,,,,,,,,,,,,,,,,,,,,,,,480.1392841440029,None,480.1392841440029,480.34012291399995,480.1392841440029,480.34012291399995,space,1,0.70187430200167,480.1392841440029,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,44,44,33,,,,,,,,,,,,,,,,,,,,,,,481.14050708400464,None,481.14050708400464,481.3402918350039,481.14050708400464,481.3402918350039,space,1,0.567302084993571,481.14050708400464,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,45,45,36,,,,,,,,,,,,,,,,,,,,,,,482.14269928900467,None,482.14269928900467,482.356839883003,482.14269928900467,482.356839883003,space,1,0.5144893350006896,482.14269928900467,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,46,46,35,,,,,,,,,,,,,,,,,,,,,,,483.14105353000195,None,483.14105353000195,483.3404222870013,483.14105353000195,483.3404222870013,space,1,0.417303718997573,483.14105353000195,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,47,47,22,,,,,,,,,,,,,,,,,,,,,,,484.14061461500387,None,484.14061461500387,484.3402036050029,484.14061461500387,484.3402036050029,space,1,0.3840898830021615,484.14061461500387,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,48,48,15,,,,,,,,,,,,,,,,,,,,,,,485.14037660800386,None,485.14037660800386,485.34036061600636,485.14037660800386,485.34036061600636,space,1,0.3843279079956119,485.14037660800386,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,0,49,49,24,,,,,,,,,,,,,,,,,,,,,,,486.14048912,None,486.14048912,486.3403944130041,486.14048912,486.3403944130041,space,1,0.5154246550009702,486.14048912,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,0,0,20,,,,,,,,,,,,,,,,,490.52397547400324,None,491.55199728900334,None,491.55199728900334,491.75735004900343,491.55199728900334,491.75735004900343,space,1,0.6568951349981944,491.55199728900334,None,487.18443552900135,None,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,1,1,38,,,,,,,,,,,,,,,,,,,492.54386398500355,None,492.54386398500355,492.75744047700573,492.54386398500355,492.75744047700573,space,1,0.6140696389993536,492.54386398500355,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,2,2,29,,,,,,,,,,,,,,,,,,,493.54211559000396,None,493.54211559000396,493.7411868410054,493.54211559000396,493.7411868410054,space,1,0.4490698839945253,493.54211559000396,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,494.5408712110002,None,494.5408712110002,494.7408960830071,494.5408712110002,494.7408960830071,space,1,0.3836672629986424,494.5408712110002,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,4,4,48,,,,,,,,,,,,,,,,,,,495.541264821004,None,495.541264821004,495.74113578700053,495.541264821004,495.74113578700053,space,1,0.3673033690065495,495.541264821004,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,5,5,28,,,,,,,,,,,,,,,,,,,496.54183203300636,None,496.54183203300636,496.74112442500336,496.54183203300636,496.74112442500336,space,1,0.31682538199675037,496.54183203300636,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,6,6,33,,,,,,,,,,,,,,,,,,,497.54111968200596,None,497.54111968200596,497.7411121990008,497.54111968200596,497.7411121990008,space,1,0.3321421879954869,497.54111968200596,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,7,7,19,,,,,,,,,,,,,,,,,,,498.54003142000147,None,498.54003142000147,498.74110349100374,498.54003142000147,498.74110349100374,space,1,0.36884420400019735,498.54003142000147,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,499.54114107800706,None,499.54114107800706,499.74118025100324,499.54114107800706,499.74118025100324,None,1,,499.54114107800706,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,,500.54142626900284,None,500.54142626900284,500.74124267500156,500.54142626900284,500.74124267500156,None,1,,500.54142626900284,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,501.54155547500704,None,501.54155547500704,501.74128902100347,501.54155547500704,501.74128902100347,None,1,,501.54155547500704,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,11,11,43,,,,,,,,,,,,,,,,,,,502.54146879100153,None,502.54146879100153,502.741405064,502.54146879100153,502.741405064,space,1,0.38418400999944424,502.54146879100153,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,12,12,16,,,,,,,,,,,,,,,,,,,503.54030553100165,None,503.54030553100165,503.741354677004,503.54030553100165,503.741354677004,space,1,0.3849485340033425,503.54030553100165,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,13,13,32,,,,,,,,,,,,,,,,,,,504.5419775240007,None,504.5419775240007,504.7415827530058,504.5419775240007,504.7415827530058,space,1,0.36715153199475026,504.5419775240007,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,14,14,36,,,,,,,,,,,,,,,,,,,505.54253296700335,None,505.54253296700335,505.7414986940057,505.54253296700335,505.7414986940057,space,1,0.3833832920063287,505.54253296700335,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,15,15,46,,,,,,,,,,,,,,,,,,,506.5415394560041,None,506.5415394560041,506.74145977000444,506.5415394560041,506.74145977000444,space,1,0.48358877199643757,506.5415394560041,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,16,16,40,,,,,,,,,,,,,,,,,,,507.54219870200177,None,507.54219870200177,507.7414872510053,507.54219870200177,507.7414872510053,space,1,0.5168406119992142,507.54219870200177,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,17,17,4,,,,,,,,,,,,,,,,,,,508.54227936300595,None,508.54227936300595,508.74154596000153,508.54227936300595,508.74154596000153,None,1,,508.54227936300595,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,18,18,0,,,,,,,,,,,,,,,,,,,509.5418675940018,None,509.5418675940018,509.741512643006,509.5418675940018,509.741512643006,None,1,,509.5418675940018,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,19,19,9,,,,,,,,,,,,,,,,,,,510.54189305800537,None,510.54189305800537,510.74168740800087,510.54189305800537,510.74168740800087,None,1,,510.54189305800537,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,20,20,30,,,,,,,,,,,,,,,,,,,511.5419541450028,None,511.5419541450028,511.7416923250057,511.5419541450028,511.7416923250057,space,1,0.4010627219977323,511.5419541450028,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,512.5420872460018,None,512.5420872460018,512.7421060790002,512.5420872460018,512.7421060790002,space,1,0.5000999790063361,512.5420872460018,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,22,22,8,,,,,,,,,,,,,,,,,,,513.5421311530008,None,513.5421311530008,513.7418109090067,513.5421311530008,513.7418109090067,space,0,0.4510094589932123,513.5421311530008,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,23,23,22,,,,,,,,,,,,,,,,,,,514.5424557160004,None,514.5424557160004,514.7420188100004,514.5424557160004,514.7420188100004,space,1,0.6166393180028535,514.5424557160004,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,24,24,45,,,,,,,,,,,,,,,,,,,515.5429650880033,None,515.5429650880033,515.7420147150042,515.5429650880033,515.7420147150042,space,1,0.6329667389945826,515.5429650880033,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,25,25,13,,,,,,,,,,,,,,,,,,,516.5428471250052,None,516.5428471250052,516.7420209540069,516.5428471250052,516.7420209540069,space,1,0.5169479079995654,516.5428471250052,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,26,26,18,,,,,,,,,,,,,,,,,,,517.5425238900061,None,517.5425238900061,517.7420756810025,517.5425238900061,517.7420756810025,space,1,0.6342847150008311,517.5425238900061,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,27,27,24,,,,,,,,,,,,,,,,,,,518.5430206260062,None,518.5430206260062,518.742150115002,518.5430206260062,518.742150115002,space,1,0.9664118630025769,518.5430206260062,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,28,28,12,,,,,,,,,,,,,,,,,,,519.5426514680003,None,519.5426514680003,519.7421722870058,519.5426514680003,519.7421722870058,None,0,,519.5426514680003,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,29,29,37,,,,,,,,,,,,,,,,,,,520.5424747680008,None,520.5424747680008,520.7425130750053,520.5424747680008,520.7425130750053,space,1,0.21756220599490916,520.5424747680008,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,30,30,25,,,,,,,,,,,,,,,,,,,521.526968639002,None,521.526968639002,521.7411393260045,521.526968639002,521.7411393260045,space,1,0.5478246380007477,521.526968639002,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,31,31,17,,,,,,,,,,,,,,,,,,,522.5425668760072,None,522.5425668760072,522.7423725970002,522.5425668760072,522.7423725970002,space,1,0.7007370220017037,522.5425668760072,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,32,32,42,,,,,,,,,,,,,,,,,,,523.526582878003,None,523.526582878003,523.7256017690015,523.526582878003,523.7256017690015,space,1,0.8503038560011191,523.526582878003,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,33,33,11,,,,,,,,,,,,,,,,,,,524.5265880030056,524.5265880030056,524.5265880030056,524.7251525730026,524.5265880030056,524.7251525730026,None,0,,524.5265880030056,524.5265880030056,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,34,34,41,,,,,,,,,,,,,,,,,,,525.5268508970039,None,525.5268508970039,525.7261489760058,525.5268508970039,525.7261489760058,space,1,0.23371990200394066,525.5268508970039,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,35,35,26,,,,,,,,,,,,,,,,,,,526.5289392030027,None,526.5289392030027,526.7425992660064,526.5289392030027,526.7425992660064,space,1,0.5142147789956653,526.5289392030027,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,36,36,39,,,,,,,,,,,,,,,,,,,527.5271864130045,None,527.5271864130045,527.7263525890012,527.5271864130045,527.7263525890012,space,1,0.7166183439985616,527.5271864130045,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,37,37,15,,,,,,,,,,,,,,,,,,,528.5273208490034,None,528.5273208490034,528.7261060100063,528.5273208490034,528.7261060100063,space,1,0.865919326999574,528.5273208490034,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,38,38,49,,,,,,,,,,,,,,,,,,,529.5272268860062,None,529.5272268860062,529.7263315230011,529.5272268860062,529.7263315230011,None,0,,529.5272268860062,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,39,39,1,,,,,,,,,,,,,,,,,,,530.5288714250055,None,530.5288714250055,530.742870809001,530.5288714250055,530.742870809001,None,1,,530.5288714250055,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
