trialnum,condit,stimamt,stim1posx,stim1posy,stim1col,stim1opa,stim2posx,stim2posy,stim2col,stim2opa,stim3posx,stim3posy,stim3col,stim3opa,stim4posx,stim4posy,stim4col,stim4opa,stim5posx,stim5posy,stim5col,stim5opa,stim6posx,stim6posy,stim6col,stim6opa,stim7posx,stim7posy,stim7col,stim7opa,stim8posx,stim8posy,stim8col,stim8opa,stimsizex,stimsizey,stimdur,targetposx,targetposy,targetcol,corrAns,blueOpacity,orangeOpacity,CDT_trials_train.thisRepN,CDT_trials_train.thisTrialN,CDT_trials_train.thisN,CDT_trials_train.thisIndex,CDT_trials.thisRepN,CDT_trials.thisTrialN,CDT_trials.thisN,CDT_trials.thisIndex,GNG_trials_1.thisRepN,GNG_trials_1.thisTrialN,GNG_trials_1.thisN,GNG_trials_1.thisIndex,GNG_trials_2.thisRepN,GNG_trials_2.thisTrialN,GNG_trials_2.thisN,GNG_trials_2.thisIndex,GNG_trials_3.thisRepN,GNG_trials_3.thisTrialN,GNG_trials_3.thisN,GNG_trials_3.thisIndex,instr_text_2.started,instr_text_2.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,instr_text.started,instr_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,Instructions.started,Instructions.stopped,fix_ini.started,fix_ini.stopped,fix_trial.started,fix_trial.stopped,trialBlue.started,trialBlue.stopped,trialOrange.started,trialOrange.stopped,trialResp.keys,trialResp.corr,trialResp.rt,trialResp.started,trialResp.stopped,Instructions_2.started,Instructions_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,40,40,31,,,,,,,,,,,,,,,,,,,531.5266479260026,None,531.5266479260026,531.742150777005,531.5266479260026,531.742150777005,space,1,0.6318938349941163,531.5266479260026,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,41,41,47,,,,,,,,,,,,,,,,,,,532.5263257100014,None,532.5263257100014,532.7260167300046,532.5263257100014,532.7260167300046,space,1,0.7679405179951573,532.5263257100014,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,42,42,27,,,,,,,,,,,,,,,,,,,533.5268304800047,None,533.5268304800047,533.7263839730003,533.5268304800047,533.7263839730003,space,1,0.8505839939971338,533.5268304800047,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,43,43,5,,,,,,,,,,,,,,,,,,,534.5267771800063,None,534.5267771800063,534.7261915140043,534.5267771800063,534.7261915140043,None,1,,534.5267771800063,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,44,44,10,,,,,,,,,,,,,,,,,,,535.5290602420064,None,535.5290602420064,535.7433021310062,535.5290602420064,535.7433021310062,space,1,0.5485607279988471,535.5290602420064,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,45,45,44,,,,,,,,,,,,,,,,,,,536.5268252740061,None,536.5268252740061,536.7261795600061,536.5268252740061,536.7261795600061,space,1,0.6001481380008045,536.5268252740061,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,46,46,23,,,,,,,,,,,,,,,,,,,537.5267200540038,None,537.5267200540038,537.7266153370001,537.5267200540038,537.7266153370001,space,1,0.6512500400058343,537.5267200540038,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,47,47,34,,,,,,,,,,,,,,,,,,,538.526952707005,None,538.526952707005,538.7267439320058,538.526952707005,538.7267439320058,space,1,0.6680033529992215,538.526952707005,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,0,48,48,35,,,,,,,,,,,,,,,,,,,539.5273798260023,None,539.5273798260023,539.7268678270048,539.5273798260023,539.7268678270048,space,1,0.8507104029995389,539.5273798260023,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,0,49,49,3,,,,,,,,,,,,,,,,,,,540.5280683360033,None,540.5280683360033,540.7434082410036,540.5280683360033,540.7434082410036,None,1,,540.5280683360033,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,0,0,28,,,,,,,,,,,,,544.3604300360021,None,545.3861940660063,None,545.3861940660063,545.5937518130013,545.3861940660063,545.5937518130013,space,1,0.3755808909991174,545.3861940660063,None,541.5770112580067,None,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,546.3797638970063,None,546.3797638970063,546.593903978006,546.3797638970063,546.593903978006,None,1,,546.3797638970063,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,2,2,12,,,,,,,,,,,,,,,547.3772628450024,None,547.3772628450024,547.5773357100043,547.3772628450024,547.5773357100043,space,1,0.46715032900101505,547.3772628450024,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,548.377555594001,None,548.377555594001,548.5773781940006,548.377555594001,548.5773781940006,None,1,,548.377555594001,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,549.3774085800032,None,549.3774085800032,549.5774467540032,549.3774085800032,549.5774467540032,None,1,,549.3774085800032,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,5,5,47,,,,,,,,,,,,,,,550.377393847004,None,550.377393847004,550.5773158890006,550.377393847004,550.5773158890006,space,1,0.6009862329956377,550.377393847004,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,551.3775215560017,None,551.3775215560017,551.5777351240031,551.3775215560017,551.5777351240031,None,1,,551.3775215560017,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,7,7,20,,,,,,,,,,,,,,,552.377686702006,None,552.377686702006,552.5774709570032,552.377686702006,552.5774709570032,space,1,0.7503860580036417,552.377686702006,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,8,8,46,,,,,,,,,,,,,,,553.3781907070006,None,553.3781907070006,553.5774906660008,553.3781907070006,553.5774906660008,space,1,0.6982920040027238,553.3781907070006,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,9,9,26,,,,,,,,,,,,,,,554.376557622003,None,554.376557622003,554.5776609420063,554.376557622003,554.5776609420063,space,1,0.7189151299971854,554.376557622003,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,10,10,14,,,,,,,,,,,,,,,555.377903299006,None,555.377903299006,555.5776138750007,555.377903299006,555.5776138750007,space,1,0.8501669799952651,555.377903299006,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,11,11,42,,,,,,,,,,,,,,,556.3626448550058,None,556.3626448550058,556.5779698910046,556.3626448550058,556.5779698910046,None,0,,556.3626448550058,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,12,12,16,,,,,,,,,,,,,,,557.3616516770053,None,557.3616516770053,557.5612931550058,557.3616516770053,557.5612931550058,space,1,0.08388690300489543,557.3616516770053,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,13,13,23,,,,,,,,,,,,,,,558.3619010550028,None,558.3619010550028,558.5613133060033,558.3619010550028,558.5613133060033,space,1,0.31618146099935984,558.3619010550028,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,14,14,18,,,,,,,,,,,,,,,559.3630523740067,None,559.3630523740067,559.5782596650024,559.3630523740067,559.5782596650024,space,1,0.39987584100163076,559.3630523740067,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,15,15,38,,,,,,,,,,,,,,,560.3622787960048,None,560.3622787960048,560.5614043990063,560.3622787960048,560.5614043990063,space,1,0.5502876529935747,560.3622787960048,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,16,16,0,,,,,,,,,,,,,,,561.3618195180024,None,561.3618195180024,561.5614353080018,561.3618195180024,561.5614353080018,None,1,,561.3618195180024,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,17,17,35,,,,,,,,,,,,,,,562.3626401090005,None,562.3626401090005,562.5615028930042,562.3626401090005,562.5615028930042,space,1,0.732547768006043,562.3626401090005,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,18,18,13,,,,,,,,,,,,,,,563.3620868730068,None,563.3620868730068,563.5615834130003,563.3620868730068,563.5615834130003,space,1,0.7833886980006355,563.3620868730068,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,19,19,27,,,,,,,,,,,,,,,564.3620893660045,None,564.3620893660045,564.5616149480047,564.3620893660045,564.5616149480047,None,0,,564.3620893660045,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,20,20,22,,,,,,,,,,,,,,,565.3617898580051,None,565.3617898580051,565.5617451720027,565.3617898580051,565.5617451720027,space,1,0.06765720199473435,565.3617898580051,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,21,21,39,,,,,,,,,,,,,,,566.3621036640034,None,566.3621036640034,566.5617973360058,566.3621036640034,566.5617973360058,space,1,0.30097584999748506,566.3621036640034,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,22,22,41,,,,,,,,,,,,,,,567.3621395740047,None,567.3621395740047,567.5621266660019,567.3621395740047,567.5621266660019,space,1,0.40009951400134014,567.3621395740047,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,23,23,6,,,,,,,,,,,,,,,568.361995307001,None,568.361995307001,568.5619570060007,568.361995307001,568.5619570060007,space,0,0.4003031829997781,568.361995307001,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,24,24,49,,,,,,,,,,,,,,,569.3629852860031,None,569.3629852860031,569.5619963510035,569.3629852860031,569.5619963510035,space,1,0.6493720380021841,569.3629852860031,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,570.3620390150027,None,570.3620390150027,570.5621147860002,570.3620390150027,570.5621147860002,space,1,0.7514865880002617,570.3620390150027,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,26,26,34,,,,,,,,,,,,,,,571.3625906140005,None,571.3625906140005,571.5621422210024,571.3625906140005,571.5621422210024,space,1,0.7339179779955884,571.3625906140005,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,27,27,11,,,,,,,,,,,,,,,572.3622357080021,None,572.3622357080021,572.5621534340025,572.3622357080021,572.5621534340025,None,0,,572.3622357080021,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,28,28,24,,,,,,,,,,,,,,,573.362299627006,None,573.362299627006,573.5621215230058,573.362299627006,573.5621215230058,space,1,0.21783134999714093,573.362299627006,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,29,29,44,,,,,,,,,,,,,,,574.3626852290035,None,574.3626852290035,574.5621950920031,574.3626852290035,574.5621950920031,space,1,0.3838785759944585,574.3626852290035,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,30,30,48,,,,,,,,,,,,,,,575.3624303570032,None,575.3624303570032,575.5622100330002,575.3624303570032,575.5622100330002,space,1,0.4509726620017318,575.3624303570032,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,31,31,33,,,,,,,,,,,,,,,576.3624724160036,None,576.3624724160036,576.5623294220059,576.3624724160036,576.5623294220059,space,1,0.5344134400002076,576.3624724160036,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,577.3625878370003,None,577.3625878370003,577.5624784960019,577.3625878370003,577.5624784960019,space,1,0.5821922219984117,577.3625878370003,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,33,33,36,,,,,,,,,,,,,,,578.3614628120049,None,578.3614628120049,578.5624254480063,578.3614628120049,578.5624254480063,space,1,0.735358432000794,578.3614628120049,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,34,34,30,,,,,,,,,,,,,,,579.3656280410069,None,579.3656280410069,579.579310207002,579.3656280410069,579.579310207002,space,1,0.8481478909961879,579.3656280410069,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,35,35,21,,,,,,,,,,,,,,,580.3631203590048,None,580.3631203590048,580.5626713240054,580.3631203590048,580.5626713240054,None,0,,580.3631203590048,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,36,36,15,,,,,,,,,,,,,,,581.3634970130006,None,581.3634970130006,581.5626809840032,581.3634970130006,581.5626809840032,space,1,0.5829545770029654,581.3634970130006,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,37,37,43,,,,,,,,,,,,,,,582.3648696050004,None,582.3648696050004,582.5797664560014,582.3648696050004,582.5797664560014,space,1,0.7987940500024706,582.3648696050004,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,38,38,17,,,,,,,,,,,,,,,583.3638167360041,None,583.3638167360041,583.5629544690019,583.3638167360041,583.5629544690019,space,1,0.8337315209937515,583.3638167360041,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,39,39,45,,,,,,,,,,,,,,,584.3631876920044,None,584.3631876920044,584.5631205700047,584.3631876920044,584.5631205700047,None,0,,584.3631876920044,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,40,40,25,,,,,,,,,,,,,,,585.3632956040019,None,585.3632956040019,585.5632721930015,585.3632956040019,585.5632721930015,space,1,0.25072121000266634,585.3632956040019,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,41,41,40,,,,,,,,,,,,,,,586.3639832710032,None,586.3639832710032,586.5633581170041,586.3639832710032,586.5633581170041,space,1,0.29970695600059116,586.3639832710032,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,42,42,10,,,,,,,,,,,,,,,587.362080362007,None,587.362080362007,587.5619554150035,587.362080362007,587.5619554150035,space,1,0.46760584699950414,587.362080362007,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,43,43,1,,,,,,,,,,,,,,,588.3650726250053,None,588.3650726250053,588.5798698700019,588.3650726250053,588.5798698700019,None,1,,588.3650726250053,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,44,44,7,,,,,,,,,,,,,,,589.363348567007,None,589.363348567007,589.5633656240025,589.363348567007,589.5633656240025,None,1,,589.363348567007,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,45,45,5,,,,,,,,,,,,,,,590.3631056820013,None,590.3631056820013,590.5634991160041,590.3631056820013,590.5634991160041,None,1,,590.3631056820013,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,1,,,,,,,,,,,,,,,,,0,46,46,2,,,,,,,,,,,,,,,591.3632788520044,None,591.3632788520044,591.5635306720069,591.3632788520044,591.5635306720069,None,1,,591.3632788520044,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,47,47,37,,,,,,,,,,,,,,,592.3634818740029,None,592.3634818740029,592.5638500690038,592.3634818740029,592.5638500690038,space,1,0.550256143003935,592.3634818740029,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,48,48,29,,,,,,,,,,,,,,,593.3638062050013,None,593.3638062050013,593.5637420470011,593.3638062050013,593.5637420470011,space,1,0.6841004340021755,593.3638062050013,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1,0,,,,,,,,,,,,,,,,,0,49,49,31,,,,,,,,,,,,,,,594.3660050440012,None,594.3660050440012,594.580224643003,594.3660050440012,594.580224643003,space,1,0.8814126330034924,594.3660050440012,None,,,jk,001,2020_jul_23_1729,jul30online,2020.1.2,59.79834908402298,
